StimulusID,,,,,,,,Word,sum.p,A12YM8XYCDEA3.p,A2C0QNEIOSKAV5.p,A3SKEW89V5S0DI.p,A70L26UXLTGLC.p,AVXEDARJC5HLU.p,Switchboard
s_01,sw02020,sw02020,1,-1,sw02020p,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_01,sw02020,sw02020,1,-1,sw02020p,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_01,sw02020,sw02020,1,-1,sw02020p,TRUE,minNumSelected=1,mostly,0,0,0,0,0,0,0
s_01,sw02020,sw02020,1,-1,sw02020p,TRUE,minNumSelected=1,listen,0.2,1,0,0,0,0,0
s_01,sw02020,sw02020,1,-1,sw02020p,TRUE,minNumSelected=1,to,0.2,1,0,0,0,0,0
s_01,sw02020,sw02020,1,-1,sw02020p,TRUE,minNumSelected=1,popular,0.8,1,1,0,1,1,1
s_01,sw02020,sw02020,1,-1,sw02020p,TRUE,minNumSelected=1,music,0.8,1,1,1,0,1,1
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,yes,0,0,0,0,0,0,-
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,i,0,0,0,0,0,0,-
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,did,0,0,0,0,0,0,-
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,was,0,0,0,0,0,0,0
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,just,0,0,0,0,0,0,1
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,about,0,0,0,0,0,0,1
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,to,0,0,0,0,0,0,-
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,write,0,0,0,0,0,0,0
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,letter,0,0,0,0,0,0,1
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,when,0,0,0,0,0,0,0
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,heard,0.2,0,0,0,1,0,0
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,they,0,0,0,0,0,0,0
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,canceled,1,1,1,1,1,1,1
s_02,sw02012,sw02012,1,-1,sw02012p,TRUE,minNumSelected=1,it,0,0,0,0,0,0,0
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,um,0,0,0,0,0,0,-
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,my,0,0,0,0,0,0,0
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,my,0,0,0,0,0,0,0
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,husband,0.4,0,1,0,0,1,0
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,is,0,0,0,0,0,0,0
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,right,0,0,0,0,0,0,0
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,now,0,0,0,0,0,0,0
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,teaching,1,1,1,1,1,1,0
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,an,0,0,0,0,0,0,-
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,aerobics,0.8,1,1,1,1,0,1
s_03,sw02041,sw02041,1,-1,sw02041u,TRUE,minNumSelected=1,class,0.4,0,0,0,1,1,1
s_04,sw02051,sw02051,1,-1,sw02051u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_04,sw02051,sw02051,1,-1,sw02051u,TRUE,minNumSelected=1,do,0,0,0,0,0,0,0
s_04,sw02051,sw02051,1,-1,sw02051u,TRUE,minNumSelected=1,not,0.2,1,0,0,0,0,0
s_04,sw02051,sw02051,1,-1,sw02051u,TRUE,minNumSelected=1,live,0.8,1,1,1,1,0,0
s_04,sw02051,sw02051,1,-1,sw02051u,TRUE,minNumSelected=1,in,0.2,1,0,0,0,0,-
s_04,sw02051,sw02051,1,-1,sw02051u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_04,sw02051,sw02051,1,-1,sw02051u,TRUE,minNumSelected=1,city,1,1,1,1,1,1,1
s_05,sw02065,sw02065,1,-1,sw02065u,TRUE,minNumSelected=1,i,0.2,0,0,0,0,1,0
s_05,sw02065,sw02065,1,-1,sw02065u,TRUE,minNumSelected=1,think,0.2,0,1,0,0,0,0
s_05,sw02065,sw02065,1,-1,sw02065u,TRUE,minNumSelected=1,it,0,0,0,0,0,0,-
s_05,sw02065,sw02065,1,-1,sw02065u,TRUE,minNumSelected=1,would,0,0,0,0,0,0,0
s_05,sw02065,sw02065,1,-1,sw02065u,TRUE,minNumSelected=1,be,0,0,0,0,0,0,0
s_05,sw02065,sw02065,1,-1,sw02065u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_05,sw02065,sw02065,1,-1,sw02065u,TRUE,minNumSelected=1,great,1,1,1,1,1,1,1
s_05,sw02065,sw02065,1,-1,sw02065u,TRUE,minNumSelected=1,idea,1,1,1,1,1,1,1
s_06,sw02111,sw02111,1,-1,sw02111u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_06,sw02111,sw02111,1,-1,sw02111u,TRUE,minNumSelected=1,live,0.4,0,1,0,1,0,0
s_06,sw02111,sw02111,1,-1,sw02111u,TRUE,minNumSelected=1,in,0,0,0,0,0,0,-
s_06,sw02111,sw02111,1,-1,sw02111u,TRUE,minNumSelected=1,San,1,1,1,1,1,1,1
s_06,sw02111,sw02111,1,-1,sw02111u,TRUE,minNumSelected=1,Antonio,1,1,1,1,1,1,1
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,from,0,0,0,0,0,0,-
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,what,0,0,0,0,0,0,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,understand,0.6,0,1,0,1,1,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,there's,0,0,0,0,0,0,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,been,0,0,0,0,0,0,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,studies,0.6,0,1,1,0,1,1
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,that,0,0,0,0,0,0,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,these,0,0,0,0,0,0,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,children,1,1,1,1,1,1,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,are,0.2,1,0,0,0,0,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,more,0.2,1,0,0,0,0,0
s_07,sw02145,sw02145,1,-1,sw02145u,TRUE,minNumSelected=1,rebellious,1,1,1,1,1,1,1
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,for,0,0,0,0,0,0,-
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,for,0,0,0,0,0,0,
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,local,0.8,1,1,1,1,0,1
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,news,0.8,1,0,1,1,1,1
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,think,0.2,0,1,0,0,0,0
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,we,0,0,0,0,0,0,0
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,do,0,0,0,0,0,0,0
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,real,0.4,1,0,1,0,0,0
s_08,sw02154,sw02154,1,-1,sw02154u,TRUE,minNumSelected=1,well,1,1,1,1,1,1,1
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,pretty,0,0,0,0,0,0,0
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,much,0,0,0,0,0,0,0
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,spent,0.2,0,1,0,0,0,1
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,most,0,0,0,0,0,0,0
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,of,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,my,0,0,0,0,0,0,0
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,time,0.2,0,1,0,0,0,0
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,either,0,0,0,0,0,0,0
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,in,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,the,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,yard,1,1,1,1,1,1,1
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,or,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,at,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,nurseries,1,1,1,1,1,1,1
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,buying,0.4,0,0,1,1,0,0
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,stuff,0,0,0,0,0,0,0
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,for,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,the,0,0,0,0,0,0,-
s_09,sw02241,sw02241,1,-1,sw02241u,TRUE,minNumSelected=1,yard,0.6,1,1,0,1,0,0
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,don't,0,0,0,0,0,0,0
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,know,0.2,0,1,0,0,0,0
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,that,0,0,0,0,0,0,-
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,it's,0,0,0,0,0,0,0
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,so,0,0,0,0,0,0,0
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,much,0.2,0,1,0,0,0,0
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,military,1,1,1,1,1,1,1
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,threat,1,1,1,1,1,1,0
s_10,sw02252,sw02252,1,-1,sw02252u,TRUE,minNumSelected=1,anymore,0.2,1,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,first,0,0,0,0,0,0,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,think,0.2,0,1,0,0,0,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,they've,0,0,0,0,0,0,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,got,0,0,0,0,0,0,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,to,0,0,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,have,0.2,0,1,0,0,0,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,pretty,0,0,0,0,0,0,1
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,good,0.2,0,0,1,0,0,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,idea,1,1,1,1,1,1,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,of,0,0,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,what,0,0,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,they,0,0,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,want,0.2,0,1,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,to,0,0,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,what,0,0,0,0,0,0,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,they,0.6,1,0,1,1,0,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,want,0.8,1,0,1,1,1,0
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,to,0.2,0,0,0,0,1,-
s_11,sw02305,sw02305,1,-1,sw02305u,TRUE,minNumSelected=1,do,0.4,0,1,0,0,1,1
s_12,sw02314,sw02314,1,-1,sw02314u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_12,sw02314,sw02314,1,-1,sw02314u,TRUE,minNumSelected=1,was,0,0,0,0,0,0,0
s_12,sw02314,sw02314,1,-1,sw02314u,TRUE,minNumSelected=1,tested,1,1,1,1,1,1,0
s_12,sw02314,sw02314,1,-1,sw02314u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_12,sw02314,sw02314,1,-1,sw02314u,TRUE,minNumSelected=1,within,0.2,0,1,0,0,0,-
s_12,sw02314,sw02314,1,-1,sw02314u,TRUE,minNumSelected=1,my,0,0,0,0,0,0,0
s_12,sw02314,sw02314,1,-1,sw02314u,TRUE,minNumSelected=1,company,1,1,1,1,1,1,0
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,oh,0,0,0,0,0,0,-
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,yeah,0.2,0,1,0,0,0,-
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,yeah,0,0,0,0,0,0,-
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,was,0,0,0,0,0,0,0
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,buying,1,1,1,1,1,1,1
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,from,0,0,0,0,0,0,-
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,other,0.2,1,0,0,0,0,1
s_13,sw02334,sw02334,1,-1,sw02334u,TRUE,minNumSelected=1,dealers,1,1,1,1,1,1,1
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,um,0,0,0,0,0,0,-
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,i've,0,0,0,0,0,0,0
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,made,0.6,1,1,0,1,0,0
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,lot,0,0,0,0,0,0,1
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,of,0,0,0,0,0,0,-
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,baby,0.8,1,0,1,1,1,1
s_14,sw02397,sw02397,1,-1,sw02397u,TRUE,minNumSelected=1,gifts,1,1,1,1,1,1,1
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,do,0.2,0,1,0,0,0,0
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,it,0,0,0,0,0,0,1
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,all,0,0,0,0,0,0,1
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,yes,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,try,0,0,0,0,0,0,1
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,to,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,grow,0.4,1,1,0,0,0,0
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,vegetable,1,1,1,1,1,1,1
s_15,sw02427,sw02427,1,-1,sw02427u,TRUE,minNumSelected=1,garden,1,1,1,1,1,1,1
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,originally,0.2,0,1,0,0,0,0
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,came,0,0,0,0,0,0,0
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,from,0,0,0,0,0,0,-
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,Saint,0.6,0,1,0,1,1,1
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,Louis,0.6,0,1,0,1,1,1
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,so,0,0,0,0,0,0,0
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,the,0,0,0,0,0,0,-
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,Saint,0.4,1,0,1,0,0,1
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,Louis,0.4,1,0,1,0,0,1
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,Cardinals,1,1,1,1,1,1,1
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,are,0,0,0,0,0,0,0
s_16,sw02460,sw02460,1,-1,sw02460u,TRUE,minNumSelected=1,one,0.2,1,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,no,0,0,0,0,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,sure,0.2,0,0,1,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,don't,0.4,0,1,1,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,my,0,0,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,wife,0.2,0,0,0,0,1,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,and,0,0,0,0,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,have,0,0,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,just,0.2,1,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,been,0,0,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,married,1,1,1,1,1,1,1
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,about,0,0,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,two,0.2,0,1,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,years,0.2,0,1,0,0,0,1
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,but,0,0,0,0,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,have,0,0,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,sister,0.6,0,1,1,0,1,1
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,that's,0,0,0,0,0,0,0
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,school,0.2,0,0,1,0,0,1
s_17,sw02461,sw02461,1,-1,sw02461u,TRUE,minNumSelected=1,teacher,0.4,0,1,1,0,0,1
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,well,0,0,0,0,0,0,-
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,uh,0,0,0,0,0,0,-
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,am,0,0,0,0,0,0,0
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,basically,0,0,0,0,0,0,0
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,retired,0.4,0,1,0,0,1,1
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,now,0,0,0,0,0,0,1
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,-
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,was,0,0,0,0,0,0,-
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,a,0,0,0,0,0,0,-
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,member,0.2,0,1,0,0,0,-
s_18,sw02486,sw02486,1,-1,sw02486u,TRUE,minNumSelected=1,i,0,0,0,0,0,0,0
